,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
79Zn,30,49,79,746,ms,symmetric,,,,,-11.617,MeV
76Zn,30,46,76,5.3,s,symmetric,,,,,-10.5018715,MeV
75Zn,30,45,75,10.2,s,symmetric,,,,,-9.577596400000001,MeV
78Zn,30,48,78,1.47,s,symmetric,,,,,-11.208,MeV
77Zn,30,47,77,2.09,s,symmetric,,,,,-11.1059596,MeV
61Zn,30,31,61,88.8,s,symmetric,,,,,-2.6898611000000003,MeV
60Zn,30,30,60,2.41,m,symmetric,,,,,-2.6917371,MeV
63Zn,30,33,63,38.38,m,symmetric,,,,,-3.4815119,MeV
62Zn,30,32,62,9.193,h,symmetric,,,,,-3.364133,MeV
69Zn,30,39,69,56.4,m,symmetric,,,,,-5.717025700000001,MeV
68Zn,30,38,68,STABLE,,,,,,,-5.3330365,MeV
65Zn,30,35,65,243.93,d,symmetric,,,,,-4.1149114,MeV
64Zn,30,34,64,STABLE,,,,,,,-3.9556904,MeV
67Zn,30,37,67,STABLE,,,,,,,-4.792400499999999,MeV
66Zn,30,36,66,STABLE,,,,,,,-4.5777049,MeV
87Zn,30,57,87,,,,,,,,,
85Ga,31,54,85,95.1,ms,symmetric,,,,,-10.259,MeV
84Ga,31,53,84,97.6,ms,symmetric,,,,,-9.84,MeV
87Ga,31,56,87,29,ms,symmetric,,,,,-10.904,MeV
86Ga,31,55,86,49,ms,symmetric,,,,,-10.455,MeV
81Ga,31,50,81,1.217,s,symmetric,,,,,-11.190049499999999,MeV
83Ga,31,52,83,310,ms,symmetric,,,,,-9.2740056,MeV
82Ga,31,51,82,600,ms,symmetric,,,,,-10.5661672,MeV
88Ga,31,57,88,,,,,,,,-11.095,MeV
74Ga,31,43,74,8.1,m,symmetric,,,,,-7.4981613,MeV
73Ga,31,42,73,4.87,h,symmetric,,,,,-6.3880384,MeV
76Ga,31,45,76,31,s,symmetric,,,,,-8.938557500000002,MeV
75Ga,31,44,75,126,s,symmetric,,,,,-8.174420600000001,MeV
72Ga,31,41,72,14.025,h,symmetric,,,,,-5.4461568,MeV
71Ga,31,40,71,STABLE,,,,,,,-5.244489,MeV
78Ga,31,47,78,5.09,s,symmetric,,,,,-10.1227886,MeV
77Ga,31,46,77,13.2,s,symmetric,,,,,-9.429823500000001,MeV
80Ga,31,49,80,1.9,s,symmetric,,,,,-10.666962999999999,MeV
79Ga,31,48,79,2.848,s,symmetric,,,,,-10.5030519,MeV
63Ga,31,32,63,32.1,s,symmetric,,,,,-2.6135612000000004,MeV
62Ga,31,31,62,116.123,ms,symmetric,,,,,-2.7440868000000003,MeV
65Ga,31,34,65,15.134,m,symmetric,,,,,-3.0983398,MeV
64Ga,31,33,64,2.627,m,asymmetric,,,,,-2.9124803000000004,MeV
61Ga,31,30,61,166,ms,symmetric,,,,,-2.250564,MeV
70Ga,31,39,70,21.14,m,symmetric,,,,,-5.0767769,MeV
67Ga,31,36,67,3.2615,d,symmetric,,,,,-3.7242037,MeV
66Ga,31,35,66,9.304,h,symmetric,,,,,-3.3611014,MeV
69Ga,31,38,69,STABLE,,,,,,,-4.4890583,MeV
68Ga,31,37,68,67.843,m,symmetric,,,,,-4.0865521,MeV
60Ga,31,29,60,69.4,ms,symmetric,,,,,-3.386,MeV
59Ga,31,28,59,43,ns,limit,,,,,-4.55,MeV
56Ga,31,25,56,,,,,,,,-4.385,MeV
58Ga,31,27,58,,,,,,,,-4.7250000000000005,MeV
57Ga,31,26,57,,,,,,,,-4.695,MeV
89Ga,31,58,89,,,,,,,,,
77Ge,32,45,77,11.211,h,symmetric,,,,,-8.044375200000001,MeV
78Ge,32,46,78,87,m,symmetric,,,,,-8.5302538,MeV
75Ge,32,43,75,82.78,m,symmetric,,,,,-6.9531026,MeV
76Ge,32,44,76,1.89e+21,y,asymmetric,,,,,-7.4923194,MeV
73Ge,32,41,73,STABLE,,,,,,,-5.3045420000000005,MeV
74Ge,32,42,74,STABLE,,,,,,,-6.282618800000001,MeV
72Ge,32,40,72,STABLE,,,,,,,-5.0036716,MeV
81Ge,32,49,81,6.4,s,symmetric,,,,,-9.927408,MeV
79Ge,32,47,79,18.97,s,symmetric,,,,,-9.3931793,MeV
80Ge,32,48,80,29.5,s,symmetric,,,,,-9.6572063,MeV
66Ge,32,34,66,2.26,h,symmetric,,,,,-2.8638681999999998,MeV
67Ge,32,35,67,18.9,m,symmetric,,,,,-2.8852049,MeV
64Ge,32,32,64,63.7,s,symmetric,,,,,-2.5659487,MeV
65Ge,32,33,65,30.8,s,symmetric,,,,,-2.5542332,MeV
62Ge,32,30,62,73.5,ms,symmetric,,,,,-2.266,MeV
63Ge,32,31,63,153.3,ms,symmetric,,,,,-2.1304585,MeV
70Ge,32,38,70,STABLE,,,,,,,-4.0877235,MeV
71Ge,32,39,71,11.42,d,symmetric,,,,,-4.4511966,MeV
68Ge,32,36,68,271.04,d,symmetric,,,,,-3.3996969,MeV
69Ge,32,37,69,38.9,h,symmetric,,,,,-3.6135655000000004,MeV
61Ge,32,29,61,40.7,ms,symmetric,,,,,-3.665,MeV
59Ge,32,27,59,13.3,ms,symmetric,,,,,-4.525,MeV
60Ge,32,28,60,25,ms,symmetric,,,,,-4.565,MeV
58Ge,32,26,58,,,,,,,,-4.303,MeV
88Ge,32,56,88,61,ms,symmetric,,,,,-10.114,MeV
89Ge,32,57,89,,,,,,,,-10.365,MeV
86Ge,32,54,86,226,ms,symmetric,,,,,-9.5108824,MeV
87Ge,32,55,87,103,ms,symmetric,,,,,-9.725,MeV
84Ge,32,52,84,952,ms,symmetric,,,,,-8.924731900000001,MeV
85Ge,32,53,85,514,ms,symmetric,,,,,-9.3486734,MeV
82Ge,32,50,82,4.48,s,symmetric,,,,,-10.356748900000001,MeV
83Ge,32,51,83,1.85,s,symmetric,,,,,-9.9690563,MeV
90Ge,32,58,90,,,,,,,,-10.834,MeV
91Ge,32,59,91,,,,,,,,,
92Ge,32,60,92,,,,,,,,,
83As,33,50,83,14.1,s,symmetric,,,,,-9.545892,MeV
90As,33,57,90,,,,,,,,-9.655,MeV
91As,33,58,91,,,,,,,,-10.055,MeV
88As,33,55,88,200,ms,asymmetric,,,,,-8.781,MeV
89As,33,56,89,,,,,,,,-9.211,MeV
86As,33,53,86,944,ms,symmetric,,,,,-8.4563401,MeV
87As,33,54,87,484,ms,symmetric,,,,,-8.7857008,MeV
84As,33,51,84,3.16,s,symmetric,,,,,-9.0548095,MeV
85As,33,52,85,2.023,s,symmetric,,,,,-7.9861063,MeV
92As,33,59,92,,,,,,,,-10.414,MeV
79As,33,46,79,9.01,m,symmetric,,,,,-7.600357600000001,MeV
80As,33,47,80,15.2,s,symmetric,,,,,-8.342869,MeV
77As,33,44,77,38.79,h,symmetric,,,,,-6.6419066,MeV
78As,33,45,78,90.7,m,symmetric,,,,,-7.1922595000000005,MeV
75As,33,42,75,STABLE,,,,,,,-5.3199921,MeV
76As,33,43,76,26.24,h,symmetric,,,,,-6.1280157,MeV
73As,33,40,73,80.3,d,symmetric,,,,,-4.0498527,MeV
74As,33,41,74,17.78,d,symmetric,,,,,-4.3748295,MeV
81As,33,48,81,33.3,s,symmetric,,,,,-8.9658774,MeV
82As,33,49,82,19.1,s,symmetric,,,,,-8.8262579,MeV
68As,33,35,68,151.6,s,symmetric,,,,,-2.4866167,MeV
69As,33,36,69,15.2,m,symmetric,,,,,-2.8796108,MeV
66As,33,33,66,95.77,ms,symmetric,,,,,-2.4629778,MeV
67As,33,34,67,42.5,s,symmetric,,,,,-2.4650484,MeV
64As,33,31,64,69.2,ms,symmetric,,,,,-2.367,MeV
65As,33,32,65,130.3,ms,symmetric,,,,,-2.2273099000000003,MeV
63As,33,30,63,43,ns,limit,,,,,-2.165,MeV
72As,33,39,72,26,h,symmetric,,,,,-3.5686697,MeV
70As,33,37,70,52.6,m,symmetric,,,,,-3.0351605,MeV
71As,33,38,71,65.3,h,symmetric,,,,,-3.4390167000000003,MeV
61As,33,28,61,,,,,,,,-4.215,MeV
62As,33,29,62,,,,,,,,-3.305,MeV
60As,33,27,60,,,,,,,,-4.225,MeV
93As,33,60,93,,,,,,,,,
94As,33,61,94,,,,,,,,,
95As,33,62,95,,,,,,,,,
95Se,34,61,95,,,,,,,,,
94Se,34,60,94,,,,,,,,-10.758000000000001,MeV
84Se,34,50,84,3.3,m,symmetric,,,,,-8.8373322,MeV
85Se,34,51,85,32.9,s,symmetric,,,,,-8.5468657,MeV
92Se,34,58,92,,,,,,,,-9.629,MeV
93Se,34,59,93,,,,,,,,-10.245000000000001,MeV
90Se,34,56,90,195,ms,asymmetric,,,,,-8.8252118,MeV
91Se,34,57,91,270,ms,symmetric,,,,,-9.415000000000001,MeV
88Se,34,54,88,1.51,s,symmetric,,,,,-8.1606839,MeV
89Se,34,55,89,0.41,s,symmetric,,,,,-8.2938875,MeV
86Se,34,52,86,14.3,s,symmetric,,,,,-7.5130159999999995,MeV
87Se,34,53,87,5.51,s,symmetric,,,,,-7.8746064,MeV
74Se,34,40,74,STABLE,,,,,,,-4.0760901,MeV
81Se,34,47,81,18.5,m,symmetric,,,,,-7.601064900000001,MeV
82Se,34,48,82,87667624445799090000,y,asymmetric,,,,,-8.1567527,MeV
79Se,34,45,79,327333,y,symmetric,,,,,-6.4854088,MeV
80Se,34,46,80,STABLE,,,,,,,-6.9715050000000005,MeV
77Se,34,43,77,STABLE,,,,,,,-5.7268804,MeV
78Se,34,44,78,STABLE,,,,,,,-6.0284165000000005,MeV
75Se,34,41,75,119.779,d,symmetric,,,,,-4.6877481,MeV
76Se,34,42,76,STABLE,,,,,,,-5.090965000000001,MeV
83Se,34,49,83,22.25,m,symmetric,,,,,-8.2382794,MeV
70Se,34,36,70,41.1,m,symmetric,,,,,-2.7477748,MeV
71Se,34,37,71,4.78,m,symmetric,,,,,-2.8977125999999997,MeV
68Se,34,34,68,35.5,s,symmetric,,,,,-2.2988618,MeV
69Se,34,35,69,27.4,s,symmetric,,,,,-2.3814068,MeV
66Se,34,32,66,51,ms,symmetric,,,,,-1.945,MeV
67Se,34,33,67,133,ms,symmetric,,,,,-2.083989,MeV
64Se,34,30,64,22.6,ms,symmetric,,,,,-1.754,MeV
65Se,34,31,65,34.2,ms,symmetric,,,,,-1.655,MeV
72Se,34,38,72,8.4,d,symmetric,,,,,-3.3143058,MeV
73Se,34,39,73,7.18,h,symmetric,,,,,-3.5516379000000002,MeV
63Se,34,29,63,13.2,ms,symmetric,,,,,-2.9050000000000002,MeV
96Se,34,62,96,,,,,,,,,
97Se,34,63,97,,,,,,,,,
98Br,35,63,98,,,,,,,,,
97Br,35,62,97,,,,,,,,,
96Br,35,61,96,,,,,,,,-10.255,MeV
95Br,35,60,95,,,,,,,,-9.775,MeV
87Br,35,52,87,55.68,s,symmetric,,,,,-6.6472698,MeV
86Br,35,51,86,55.1,s,symmetric,,,,,-7.951749700000001,MeV
85Br,35,50,85,2.94,m,symmetric,,,,,-8.4670803,MeV
94Br,35,59,94,70,ms,symmetric,,,,,-9.084,MeV
93Br,35,58,93,152,ms,symmetric,,,,,-8.785,MeV
92Br,35,57,92,344,ms,symmetric,,,,,-8.208,MeV
91Br,35,56,91,544,ms,symmetric,,,,,-7.9143037000000005,MeV
90Br,35,55,90,1.91,s,symmetric,,,,,-7.463072400000001,MeV
89Br,35,54,89,4.348,s,symmetric,,,,,-7.510035200000001,MeV
88Br,35,53,88,16.34,s,symmetric,,,,,-7.2873149999999995,MeV
76Br,35,41,76,16.16,h,symmetric,,,,,-4.484185900000001,MeV
75Br,35,40,75,96.7,m,symmetric,,,,,-3.6386787,MeV
84Br,35,49,84,31.76,m,symmetric,,,,,-7.9934091,MeV
83Br,35,48,83,2.374,h,symmetric,,,,,-7.8025561,MeV
82Br,35,47,82,35.284,h,symmetric,,,,,-7.1066229000000005,MeV
81Br,35,46,81,STABLE,,,,,,,-6.485632400000001,MeV
80Br,35,45,80,17.68,m,symmetric,,,,,-6.0225572000000005,MeV
79Br,35,44,79,STABLE,,,,,,,-5.458780300000001,MeV
78Br,35,43,78,6.45,m,symmetric,,,,,-5.0170201,MeV
77Br,35,42,77,57.04,h,symmetric,,,,,-4.7069771000000005,MeV
65Br,35,30,65,,,,,,,,-1.715,MeV
73Br,35,38,73,3.4,m,symmetric,,,,,-2.958521,MeV
72Br,35,37,72,78.6,s,symmetric,,,,,-2.5921389,MeV
71Br,35,36,71,21.4,s,symmetric,,,,,-2.3401101,MeV
70Br,35,35,70,78.88,ms,symmetric,,,,,-1.8254591,MeV
69Br,35,34,69,24,ns,limit,,,,,-1.7473374,MeV
68Br,35,33,68,35,ns,symmetric,,,,,-1.684,MeV
67Br,35,32,67,,,,,,,,-1.454,MeV
66Br,35,31,66,,,,,,,,-1.574,MeV
74Br,35,39,74,25.4,m,symmetric,,,,,-3.3791039,MeV
99Br,35,64,99,,,,,,,,,
100Br,35,65,100,,,,,,,,,
101Br,35,66,101,,,,,,,,,
100Kr,36,64,100,7,ms,asymmetric,,,,,,
99Kr,36,63,99,13,ms,asymmetric,,,,,-10.365,MeV
98Kr,36,62,98,43,ms,symmetric,,,,,-9.742,MeV
97Kr,36,61,97,62,ms,symmetric,,,,,-8.988,MeV
96Kr,36,60,96,80,ms,symmetric,,,,,-8.783,MeV
101Kr,36,65,101,,,,,,,,,
89Kr,36,53,89,3.147,m,symmetric,,,,,-6.5470654,MeV
88Kr,36,52,88,2.803,h,symmetric,,,,,-6.1684808,MeV
87Kr,36,51,87,76.09,m,symmetric,,,,,-7.7939036,MeV
86Kr,36,50,86,STABLE,,,,,,,-8.0966968,MeV
95Kr,36,59,95,114,ms,symmetric,,,,,-8.0037065,MeV
94Kr,36,58,94,212,ms,symmetric,,,,,-7.972473,MeV
93Kr,36,57,93,1.284,s,symmetric,,,,,-7.5685199,MeV
92Kr,36,56,92,1.841,s,symmetric,,,,,-7.3100413,MeV
91Kr,36,55,91,8.57,s,symmetric,,,,,-6.9727569,MeV
90Kr,36,54,90,32.32,s,symmetric,,,,,-6.8810001000000005,MeV
78Kr,36,42,78,STABLE,,,,,,,-4.3899886,MeV
77Kr,36,41,77,71.25,m,symmetric,,,,,-4.3669712,MeV
76Kr,36,40,76,14.8,h,symmetric,,,,,-3.570433,MeV
85Kr,36,49,85,10.73,y,asymmetric,,,,,-7.5162375,MeV
84Kr,36,48,84,STABLE,,,,,,,-7.1047739000000005,MeV
83Kr,36,47,83,STABLE,,,,,,,-6.4980934,MeV
82Kr,36,46,82,STABLE,,,,,,,-5.9907594,MeV
81Kr,36,45,81,229000,y,symmetric,,,,,-5.521618,MeV
80Kr,36,44,80,STABLE,,,,,,,-5.0664115,MeV
79Kr,36,43,79,34.96,h,symmetric,,,,,-4.6977164,MeV
67Kr,36,31,67,7.4,ms,symmetric,,,,,-1.127,MeV
75Kr,36,39,75,4.55,m,symmetric,,,,,-3.6020327,MeV
74Kr,36,38,74,11.5,m,symmetric,,,,,-2.8268603,MeV
73Kr,36,37,73,27.3,s,symmetric,,,,,-2.5419595,MeV
72Kr,36,36,72,17.1,s,symmetric,,,,,-2.1760492,MeV
71Kr,36,35,71,95,ms,symmetric,,,,,-2.1718328000000002,MeV
70Kr,36,34,70,45.19,ms,symmetric,,,,,-1.865,MeV
69Kr,36,33,69,27.9,ms,symmetric,,,,,-1.546,MeV
68Kr,36,32,68,21.6,ms,symmetric,,,,,-1.192,MeV
102Kr,36,66,102,,,,,,,,,
103Kr,36,67,103,,,,,,,,,
92Rb,37,55,92,4.48,s,symmetric,,,,,-6.4813982,MeV
93Rb,37,56,93,5.85,s,symmetric,,,,,-6.7705447,MeV
94Rb,37,57,94,2.704,s,symmetric,,,,,-6.987401,MeV
95Rb,37,58,95,379.9,ms,symmetric,,,,,-7.2079217,MeV
96Rb,37,59,96,201.6,ms,symmetric,,,,,-7.546454300000001,MeV
87Rb,37,50,87,49670000000,y,symmetric,,,,,-8.0089963,MeV
88Rb,37,51,88,17.775,m,symmetric,,,,,-7.250826,MeV
89Rb,37,52,89,15.39,m,symmetric,,,,,-5.561836100000001,MeV
90Rb,37,53,90,158,s,symmetric,,,,,-6.1582273999999995,MeV
91Rb,37,54,91,58,s,symmetric,,,,,-6.2782791,MeV
81Rb,37,44,81,4.571,h,symmetric,,,,,-4.6468018,MeV
82Rb,37,45,82,1.2577,m,symmetric,,,,,-5.1605606,MeV
83Rb,37,46,83,86.2,d,symmetric,,,,,-5.4274879,MeV
84Rb,37,47,84,32.82,d,symmetric,,,,,-6.2948654,MeV
85Rb,37,48,85,STABLE,,,,,,,-6.6152058,MeV
86Rb,37,49,86,18.671,d,symmetric,,,,,-7.6732418,MeV
77Rb,37,40,77,3.78,m,symmetric,,,,,-3.6096291000000003,MeV
78Rb,37,41,78,17.66,m,symmetric,,,,,-4.0721818,MeV
79Rb,37,42,79,22.8,m,symmetric,,,,,-4.1206745,MeV
80Rb,37,43,80,33.4,s,symmetric,,,,,-4.311314,MeV
71Rb,37,34,71,,,,,,,,-2.186,MeV
72Rb,37,35,72,103,ns,symmetric,,,,,-1.964,MeV
73Rb,37,36,73,81,ns,limit,,,,,-2.1770492,MeV
74Rb,37,37,74,64.777,ms,symmetric,,,,,-2.9153049,MeV
75Rb,37,38,75,19,s,symmetric,,,,,-3.1411912,MeV
76Rb,37,39,76,36.5,s,symmetric,,,,,-3.8422541000000003,MeV
103Rb,37,66,103,23,ms,asymmetric,,,,,,
104Rb,37,67,104,,,,,,,,,
97Rb,37,60,97,169.1,ms,symmetric,,,,,-8.0538253,MeV
98Rb,37,61,98,115,ms,symmetric,,,,,-9.144,MeV
99Rb,37,62,99,53.8,ms,symmetric,,,,,-9.696,MeV
100Rb,37,63,100,52,ms,symmetric,,,,,-10.481,MeV
101Rb,37,64,101,32,ms,asymmetric,,,,,-10.992,MeV
102Rb,37,65,102,37,ms,symmetric,,,,,-11.627,MeV
105Rb,37,68,105,,,,,,,,,
106Rb,37,69,106,,,,,,,,,
